ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
7564,ZWG 406. 36,Galaxy,Psc,,"vF, eS, stellar N",23,15.6,+,7,17
7565,,Star,Psc,,vF,23,16.3,-,0,3
7566,MCG 1-59-10,,Psc,,"vF, pS, E, er, 3 F st inv",23,16.6,-,2,21
7575,,Star,Psc,,"F, S, vlE",23,17.3,+,6,39
7577,,Galaxy,Psc,,*13.5 in vF neb,23,17.4,+,7,22
7595,,Galaxy,Peg,,"F, stellar",23,18.5,+,9,54
7596,IC 1477,Galaxy,Aqr,,"vF, pS, lE 0deg , lbMN",23,17.2,-,6,55
7597,MCG 3-59-32,Galaxy,Peg,,"Size: 1.3  eF, vS, gbM",23,18.5,+,18,41
7602,MCG 3-59-34,Galaxy,Peg,,"Size: 0.6  eF, eS, stellar",23,18.8,+,18,42
7613,,Galaxy,Psc,,vF,23,19.9,+,0,24
7616,,Galaxy,Peg,,"pF, dif",23,19.5,+,10,9
7627,NGC 7641,,Peg,,"vF, S, mE, 2 st n; = 7641",23,22.5,+,11,54
7632,IC 5313,Galaxy,Gru,,"F, S, R, lbM",23,22.1,-,42,30
7635,LBN 549,Nebula,Cas,,"Size: 15.  vF, *8 inv l excentric",23,20.7,+,61,12
7644,,Galaxy,Peg,,"vF, pS, lE",23,24.5,+,13,58
7646,IC 5318,Galaxy,Aqr,,"vF, vS, E 260deg  (neb?), *9 n 3'.6",23,24,-,11,52
7654,M 52,Open Cluster,Cas,6.9,"Size: 13.  Cl, L, Ri, mCM, R, st 9...13;",23,24.2,+,61,35
7658,,Galaxy,Gru,,"D, both eF, S, R, 4 st p",23,26.5,-,39,14
7662,PK 106-17.1,Planetary Nebula,And,9,"Size: 2.2  !!! PN  or ring , vB, pS, R, ",23,25.9,+,42,33
7663,MCG 1-59-22,Galaxy,Aqr,,vF,23,26.7,-,4,56
7686,OCL 251,Open Cluster,And,5.6,"Size: 15.  Cl, P, lC, st 7...11",23,30.2,+,49,8
7699,,Galaxy,Psc,,"eF, vS",23,34.4,-,2,54
7719,ESO 536-12,Galaxy,Aqr,,"eF, vS, R",23,38,-,22,58
7745,MCG 4-56-4,Galaxy,Peg,,eF,23,44.8,+,25,53
7756,,Star,Psc,,"neb, 5' sp 7757",23,48.5,+,4,7
7758,ESO 606-10,Galaxy,Aqr,,"eF, vS, iR, sbM, D* 10 nf 50s",23,48.9,-,22,3
7763,NPM1G -16.0627,Galaxy,Aqr,,"eF, vS, R, F* f",23,50.3,-,16,37
7772,OCL 230,Open Cluster,Peg,,Cl of sc st 10m,23,51.8,+,16,15
7776,IC 1514,,Aqr,,"eF, vS, lE, gbM; nonexistent?",23,52.7,-,13,23
7789,OCL 269,Open Cluster,Cas,6.7,"Size: 16.  Cl, vL, vRi, vmC, st 11...18",23,57,+,56,44
7791,,Double Star,Peg,,"vF, vS; F*?",23,58,+,10,45
7799,,Galaxy,Peg,,"vF, vS, *16 close p",23,59.5,+,31,17
7804,,,Psc,,"only a F D*, not nebs",0,1.3,+,7,45
7807,ESO 538-15,Galaxy,Cet,,"Size: 1.0  eF, pS, iF",23,59.6,-,18,51
7812,ESO 349-21,Galaxy,Scl,,"vF, S, R, am st",0,2.9,-,34,15
7814,UGC 8,Galaxy,Peg,10.5,"Size: 6.3  cB, cL, E, vgbM",0,3.3,+,16,9
7822,LBN 589,Nebula,Cep,,"Size: 60.  ! eeF, eeL",0,3.6,+,68,37
7828,MCG 2-1-25,Galaxy,Cet,,"eF, S, E 130deg , sbMN, *15 sf",0,6.4,-,13,24
7829,MCG 2-1-24,Galaxy,Cet,,"only a *13 at 100deg , 20"" from 7828",0,6.4,-,13,24
7830,,Star,Psc,,"eF, neb* 13m",0,6.2,+,8,22
7836,UGC 65,Galaxy,And,,"Size: 1.2  eF, vS, R, bet 2 st",0,8,+,33,4
7839,,Double Star,Peg,,"vF, pS, dif, r",0,7,+,27,38
7840,,Galaxy,Psc,,"eF, S",0,7.1,+,8,33
